,year,state,treatment,patient,cost,treatment_category
2116,2018,Others,level 2 neurostimulator and related procedures,207.0,119354.640988095,Other Diseases
2117,2018,Others,level 2 pacemaker and similar procedures,147.0,72815.9120458343,Respiratory
2118,2018,Others,level 2 upper gi procedures,1070.0,61295.992020124104,Other Diseases
2119,2018,Others,level 3 airway endoscopy,274.0,33929.74904591428,Other Diseases
2120,2018,Others,level 3 electrophysiologic procedures,208.0,205350.1959052377,Respiratory
2121,2018,Others,level 3 endovascular procedures,1558.0,341441.4027733341,Other Diseases
2122,2018,Others,level 3 excision/ biopsy/ incision and drainage,415.0,115348.42252680608,Other Diseases
2123,2018,Others,"level 3 extraocular, repair, and plastic eye procedures",72.0,24283.02497252746,Other Diseases
2124,2018,Others,level 3 lower gi procedures,126.0,47917.49975784388,Other Diseases
2125,2018,Others,level 3 musculoskeletal procedures,1822.0,178256.53775422787,Other Diseases
2126,2018,Others,level 3 neurostimulator and related procedures,92.0,161149.8121750842,Other Diseases
2127,2018,Others,level 3 pacemaker and similar procedures,485.0,192599.9776294335,Respiratory
2128,2018,Others,level 3 upper gi procedures,110.0,34109.26234126963,Other Diseases
2129,2018,Others,level 3 urology and related services,1740.0,60933.1990267289,Other Diseases
2130,2018,Others,level 4 airway endoscopy,266.0,55927.64362510445,Respiratory
2131,2018,Others,level 4 breast/lymphatic surgery and related procedures,12.0,81947.2225,Other Diseases
2132,2018,Others,level 4 ent procedures,61.0,27628.18429487172,Other Diseases
2133,2018,Others,level 4 endovascular procedures,376.0,337882.1454844682,Other Diseases
2134,2018,Others,level 4 gynecologic procedures,147.0,36328.14591545883,Other Diseases
2135,2018,Others,level 4 musculoskeletal procedures,2065.0,348460.037550422,Other Diseases
2136,2018,Others,level 4 neurostimulator and related procedures,170.0,339813.787009503,Other Diseases
2137,2018,Others,level 4 pacemaker and similar procedures,32.0,87104.3759375002,Respiratory
2138,2018,Others,level 4 urology and related services,664.0,106268.37353350718,Other Diseases
2139,2018,Others,level 5 airway endoscopy,142.0,248576.573060171,Respiratory
2140,2018,Others,level 5 ent procedures,317.0,186089.900467693,Other Diseases
2141,2018,Others,level 5 gynecologic procedures,133.0,87108.1006616648,Other Diseases
2142,2018,Others,level 5 musculoskeletal procedures,899.0,333938.9862104286,Other Diseases
2143,2018,Others,level 5 urology and related services,1015.0,179596.91625881882,Other Diseases
2144,2018,Others,level 6 gynecologic procedures,80.0,56148.089899999904,Other Diseases
2145,2018,Others,level 7 radiation therapy,51.0,84953.7502402402,Other Diseases
2146,2018,Others,abdominal/peritoneal/biliary and related procedures,2043.0,988161.3854771688,Other Diseases
2147,2018,Others,cochlear implant procedure,91.0,229383.04327843,Other Diseases
2148,2018,Others,complex gi procedures,354.0,305146.9746909886,Other Diseases
2149,2018,Others,comprehensive observation services,33968.0,1262355.6847996153,Other Diseases
2150,2018,Others,implantation wireless pa pressure monitor,11.0,166956.668181818,Other Diseases
2151,2018,Others,implantation of drug infusion device,67.0,230163.34216666658,Other Diseases
2152,2018,Others,level 1 breast/lymphatic surgery and related procedures,909.0,425646.51094672,Other Diseases
2153,2018,Others,level 1 endovascular procedures,10889.0,1173109.0237159021,Other Diseases
2154,2018,Others,level 1 icd and similar procedures,291.0,1013551.5871465913,Respiratory
2155,2018,Others,level 1 intraocular procedures,4012.0,383467.26472289127,Other Diseases
2156,2018,Others,level 1 laparoscopy and related services,5261.0,1674930.742726776,Other Diseases
2157,2018,Others,level 1 nerve procedures,1842.0,535345.725152765,Other Diseases
2158,2018,Others,level 2 breast/lymphatic surgery and related procedures,1488.0,916965.887972967,Other Diseases
2159,2018,Others,level 2 electrophysiologic procedures,147.0,284492.248949199,Respiratory
2160,2018,Others,level 2 endovascular procedures,1929.0,1018189.3118960715,Other Diseases
2161,2018,Others,level 2 excision/ biopsy/ incision and drainage,9408.0,581784.5672027116,Other Diseases
2162,2018,Others,level 2 icd and similar procedures,1263.0,3340934.9801614676,Respiratory
2163,2018,Others,level 2 intraocular procedures,1116.0,216751.005357049,Other Diseases
2164,2018,Others,level 2 laparoscopy and related services,1815.0,1161909.3862600185,Other Diseases
2165,2018,Others,level 2 musculoskeletal procedures,1987.0,500273.095731365,Other Diseases
2166,2018,Others,level 2 nerve procedures,25.0,64671.452153845996,Other Diseases
2167,2018,Others,level 2 neurostimulator and related procedures,207.0,246475.5580324064,Other Diseases
2168,2018,Others,level 2 pacemaker and similar procedures,956.0,831335.9024066099,Respiratory
2169,2018,Others,level 2 upper gi procedures,4604.0,477307.4434264473,Other Diseases
2170,2018,Others,level 3 airway endoscopy,902.0,288191.4728919846,Other Diseases
2171,2018,Others,level 3 breast/lymphatic surgery and related procedures,11.0,41318.8181818181,Other Diseases
2172,2018,Others,level 3 electrophysiologic procedures,2110.0,1797122.3612365949,Respiratory
2173,2018,Others,level 3 endovascular procedures,5198.0,2801420.5127296653,Other Diseases
2174,2018,Others,level 3 excision/ biopsy/ incision and drainage,1165.0,540421.2916770983,Other Diseases
2175,2018,Others,"level 3 extraocular, repair, and plastic eye procedures",260.0,121909.93626885861,Other Diseases
2176,2018,Others,level 3 lower gi procedures,497.0,220298.102773811,Other Diseases
2177,2018,Others,level 3 musculoskeletal procedures,3368.0,1159372.5832907648,Other Diseases
2178,2018,Others,level 3 neurostimulator and related procedures,281.0,864645.7080502402,Other Diseases
2179,2018,Others,level 3 pacemaker and similar procedures,1966.0,1564554.1533206613,Respiratory
2180,2018,Others,level 3 upper gi procedures,589.0,271971.90155673993,Other Diseases
2181,2018,Others,level 3 urology and related services,3678.0,627592.6760224667,Other Diseases
2182,2018,Others,level 4 airway endoscopy,2069.0,635674.7894149302,Respiratory
2183,2018,Others,level 4 breast/lymphatic surgery and related procedures,49.0,246957.4439810189,Other Diseases
2184,2018,Others,level 4 ent procedures,212.0,101897.1774115187,Other Diseases
2185,2018,Others,level 4 endovascular procedures,834.0,1671361.77626641,Other Diseases
2186,2018,Others,"level 4 extraocular, repair, and plastic eye procedures",138.0,98163.0745696327,Other Diseases
2187,2018,Others,level 4 gynecologic procedures,916.0,327640.65830753517,Other Diseases
2188,2018,Others,level 4 musculoskeletal procedures,5525.0,2032403.346967028,Other Diseases
2189,2018,Others,level 4 neurostimulator and related procedures,447.0,1551328.6043170032,Other Diseases
2190,2018,Others,level 4 pacemaker and similar procedures,161.0,891956.3594963127,Respiratory
2191,2018,Others,level 4 urology and related services,2597.0,782481.7079707503,Other Diseases
2192,2018,Others,level 5 airway endoscopy,700.0,484708.6651920611,Respiratory
2193,2018,Others,level 5 ent procedures,1039.0,634288.645149787,Other Diseases
2194,2018,Others,level 5 gynecologic procedures,633.0,569083.8098779813,Other Diseases
2195,2018,Others,level 5 musculoskeletal procedures,2511.0,2006882.5442995627,Other Diseases
2196,2018,Others,level 5 urology and related services,4805.0,1161358.6124805356,Other Diseases
2197,2018,Others,level 6 gynecologic procedures,280.0,328615.3119768798,Other Diseases
2198,2018,Others,level 6 musculoskeletal procedures,70.0,169062.8881789471,Other Diseases
2199,2018,Others,level 6 urology and related services,188.0,333160.68934469623,Other Diseases
2200,2018,Others,level 7 radiation therapy,151.0,221641.879376407,Other Diseases
2201,2018,Others,level 7 urology and related services,187.0,456497.68573187815,Other Diseases
2202,2018,TX,abdominal/peritoneal/biliary and related procedures,4980.0,3109842.297173894,Other Diseases
2203,2018,TX,cochlear implant procedure,165.0,1399231.3651061675,Other Diseases
2204,2018,TX,complex gi procedures,1071.0,976289.6762861562,Other Diseases
2205,2018,TX,comprehensive observation services,89639.0,4740209.116812128,Other Diseases
2206,2018,TX,implantation wireless pa pressure monitor,21.0,125968.476190476,Other Diseases
2207,2018,TX,implantation of drug infusion device,275.0,711864.8511432246,Other Diseases
2208,2018,TX,level 1 breast/lymphatic surgery and related procedures,2412.0,1895279.624451183,Other Diseases
2209,2018,TX,level 1 endovascular procedures,24623.0,4581020.38398575,Other Diseases
2210,2018,TX,level 1 icd and similar procedures,386.0,2067367.7143983576,Respiratory
2211,2018,TX,level 1 intraocular procedures,19040.0,1327077.4420488041,Other Diseases
2212,2018,TX,level 1 laparoscopy and related services,12558.0,6897596.518046546,Other Diseases
2213,2018,TX,level 1 nerve procedures,10316.0,2048073.6899510168,Other Diseases
2214,2018,TX,level 2 breast/lymphatic surgery and related procedures,3831.0,3609974.5332497032,Other Diseases
2215,2018,TX,level 2 electrophysiologic procedures,273.0,560649.5089770204,Respiratory
2216,2018,TX,level 2 endovascular procedures,5734.0,4736573.032851354,Other Diseases
2217,2018,TX,level 2 excision/ biopsy/ incision and drainage,28088.0,2532456.3066061344,Other Diseases
2218,2018,TX,level 2 icd and similar procedures,2722.0,13004897.802925223,Respiratory
2219,2018,TX,level 2 intraocular procedures,3993.0,1184617.287760374,Other Diseases
2220,2018,TX,level 2 laparoscopy and related services,4774.0,6460619.796290371,Other Diseases
2221,2018,TX,level 2 musculoskeletal procedures,7302.0,2400694.1418736223,Other Diseases
2222,2018,TX,level 2 nerve procedures,64.0,78189.2936013985,Other Diseases
2223,2018,TX,level 2 neurostimulator and related procedures,972.0,1165139.3541416007,Other Diseases
2224,2018,TX,level 2 pacemaker and similar procedures,2519.0,3373905.504853244,Respiratory
2225,2018,TX,level 2 upper gi procedures,13254.0,2083486.4276383114,Other Diseases
2226,2018,TX,level 3 airway endoscopy,1996.0,920514.6683543301,Other Diseases
2227,2018,TX,level 3 breast/lymphatic surgery and related procedures,25.0,56834.5967307691,Other Diseases
2228,2018,TX,level 3 electrophysiologic procedures,5483.0,9345214.280210841,Respiratory
2229,2018,TX,level 3 endovascular procedures,14517.0,11207526.194593674,Other Diseases
2230,2018,TX,level 3 excision/ biopsy/ incision and drainage,3268.0,2308335.986860488,Other Diseases
2231,2018,TX,"level 3 extraocular, repair, and plastic eye procedures",1986.0,553727.9121425045,Other Diseases
2232,2018,TX,level 3 lower gi procedures,725.0,641707.08201342,Other Diseases
2233,2018,TX,level 3 musculoskeletal procedures,13255.0,4939572.932391271,Other Diseases
2234,2018,TX,level 3 neurostimulator and related procedures,561.0,2814682.643985539,Other Diseases
2235,2018,TX,level 3 pacemaker and similar procedures,5141.0,6360830.035391537,Respiratory
2236,2018,TX,level 3 upper gi procedures,1491.0,957803.4332155966,Other Diseases
2237,2018,TX,level 3 urology and related services,8079.0,2218439.930349133,Other Diseases
2238,2018,TX,level 4 airway endoscopy,4083.0,1796104.569145625,Respiratory
2239,2018,TX,level 4 breast/lymphatic surgery and related procedures,78.0,251934.9455438592,Other Diseases
2240,2018,TX,level 4 ent procedures,521.0,337065.90260526154,Other Diseases
2241,2018,TX,level 4 endovascular procedures,2760.0,8228901.684304174,Other Diseases
2242,2018,TX,"level 4 extraocular, repair, and plastic eye procedures",333.0,293981.3668975876,Other Diseases
2243,2018,TX,level 4 gynecologic procedures,1591.0,1443436.3122342974,Other Diseases
2244,2018,TX,level 4 musculoskeletal procedures,18548.0,9417979.711122422,Other Diseases
2245,2018,TX,level 4 neurostimulator and related procedures,2005.0,8967412.616974339,Other Diseases
2246,2018,TX,level 4 pacemaker and similar procedures,556.0,2644977.6601141915,Respiratory
2247,2018,TX,level 4 urology and related services,5148.0,2776800.430838932,Other Diseases
2248,2018,TX,level 5 airway endoscopy,1251.0,1790223.7076659277,Respiratory
2249,2018,TX,level 5 ent procedures,2403.0,2146864.3843262848,Other Diseases
2250,2018,TX,level 5 gynecologic procedures,1178.0,1454930.9227363593,Other Diseases
2251,2018,TX,level 5 musculoskeletal procedures,8108.0,10022368.097190887,Other Diseases
2252,2018,TX,level 5 urology and related services,11119.0,4859271.754752508,Other Diseases
2253,2018,TX,level 6 gynecologic procedures,552.0,914510.3880010617,Other Diseases
2254,2018,TX,level 6 musculoskeletal procedures,94.0,488469.9771489788,Other Diseases
2255,2018,TX,level 6 urology and related services,550.0,880591.2378708036,Other Diseases
2256,2018,TX,level 7 radiation therapy,508.0,1105148.9689408946,Other Diseases
2257,2018,TX,level 7 urology and related services,540.0,1185734.5160494545,Other Diseases
2258,2018,Others,abdominal/peritoneal/biliary and related procedures,650.0,193347.81980807948,Other Diseases
2259,2018,Others,cochlear implant procedure,34.0,138954.8843181818,Other Diseases
2260,2018,Others,complex gi procedures,160.0,97303.7887580696,Other Diseases
2261,2018,Others,comprehensive observation services,4483.0,353269.7612120035,Other Diseases
2262,2018,Others,implantation of drug infusion device,28.0,42528.0662068965,Other Diseases
2263,2018,Others,level 1 breast/lymphatic surgery and related procedures,309.0,100279.66632602888,Other Diseases
2264,2018,Others,level 1 endovascular procedures,2080.0,227740.6440418541,Other Diseases
2265,2018,Others,level 1 icd and similar procedures,12.0,71016.2816666666,Respiratory
2266,2018,Others,level 1 intraocular procedures,2746.0,111699.60894691861,Other Diseases
2267,2018,Others,level 1 laparoscopy and related services,1513.0,417538.1813621834,Other Diseases
2268,2018,Others,level 1 nerve procedures,1002.0,134353.09366669742,Other Diseases
2269,2018,Others,level 2 breast/lymphatic surgery and related procedures,433.0,267767.5574232577,Other Diseases
2270,2018,Others,level 2 electrophysiologic procedures,39.0,31945.076902173903,Respiratory
2271,2018,Others,level 2 endovascular procedures,576.0,199386.9752618802,Other Diseases
2272,2018,Others,level 2 excision/ biopsy/ incision and drainage,2631.0,164820.70054312277,Other Diseases
2273,2018,Others,level 2 icd and similar procedures,197.0,689642.3161260448,Respiratory
2274,2018,Others,level 2 intraocular procedures,895.0,82425.41005970174,Other Diseases
2275,2018,Others,level 2 laparoscopy and related services,593.0,411994.5564920825,Other Diseases
2276,2018,Others,level 2 musculoskeletal procedures,1140.0,168416.88774109018,Other Diseases
